ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
86cce77	6470532	bb6d1bec1ad9becbc0d7fae9b98ee82e	6370d36	Gray Dwarf	Acolyte	2018-07-06T21:03:30Z	Paladin 19	Paladin	Oath of Ancients	19	War Caster|Skilled|Resilient	266	21	20	14	19	8	12	18		Religion|Insight|Medicine|Perception|Deception|Intimidation|Persuasion	Longsword	Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4|Commune with Nature*5|Tree Stride*5	Cha	fighting style/Defense	United States	US		NA	NA	Dwarf	Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4|Commune with Nature*5|Tree Stride*5	Longsword	19-20	nifty_raman
	6c744f9	9333a297c22c78fd1ab6299d28d1e7d6	df5ef8f	Eladrin ToF	Far Traveler	2019-07-30T03:36:19Z	Ranger 18	Ranger	Hunter	18		20	16	13	18	10	12	14	16	chaotic good.	Nature|Religion|Animal Handling|Perception|Survival	Shortsword|Longbow|Gabriel LongBow|Gabriel Shortsward		Wis	fighting style/Archery	Canada	CA	CG	NA	NA	Eladrin		Shortsword|Longbow|Longbow|	16-18	silly_jang
1044a65		914d3626fdd1de57ede34fb9ae886537	c677fb1	Centaur	Barbarian Tribe Member	2019-07-20T22:38:25Z	Barbarian 18	Barbarian	Path of the Storm Herald	18		217	16	20	16	18	13	13	12		Athletics|Nature|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Centaur		Greataxe|Handaxe|Javelin	16-18	determined_wing
ec88e8c		84f1d4185cb6a4ab3e138bf352ffc072	034a702	Human	Noble	2019-06-15T00:57:16Z	Wizard 18	Wizard	School of Necromancy	18	War Caster	146	13	12	16	18	16	20	19		History|Persuasion	Quarterstaff	Animate Dead*3	Int		United States	US		NA	NA	Human	Animate Dead*3	Quarterstaff	16-18	quirky_dubinsky
a27e509		837e26f98c0f5c0d14f6596ca5bb801b	b6a0e83	Forest Gnome	Urchin	2019-04-21T00:13:36Z	Wizard 18	Wizard	School of Illusion	18	Resilient|War Caster	114	17	8	18	15	20	11	11		Sleight of Hand|Stealth|Arcana|Insight	Quarterstaff	Firebolt*0|Mage Hand*0|Mending*0|Message*0|Minor Illusion*0|Prestidigiation*0|Toll The Dead*0|Shield*1|Detect Magic*1|Comprehend Languages*1|Silent Image*1|Invisibility*2|Mirror Image*2|Misty Step*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Polymorph*4|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Wall Of Force*5|Globe Of Invulnerability*5|Mass Suggestion*6|Sunbeam*6|Crown Of Stars*7|Forcecage*7|Maze*8|Illusory Dragon*8	Int		Canada	CA		NA	NA	Gnome	Fire Bolt*0|Mage Hand*0|Mending*0|Message*0|Minor Illusion*0|Prestidigitation*0|Toll the Dead*0|Shield*1|Detect Magic*1|Comprehend Languages*1|Silent Image*1|Invisibility*2|Mirror Image*2|Misty Step*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Polymorph*4|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Wall of Force*5|*|Mass Suggestion*6|Sunbeam*6|Crown of Stars*7|Forcecage*7|Maze*8|Illusory Dragon*8	Quarterstaff	16-18	dreamy_pare
	16dcefe	8104dffbd3877a173a83ca48b49ad5a8	ac0130e	Serpentblood	Entertainer	2019-04-03T03:06:45Z	Bard 18	Bard	College of Glamour	18		170	15	11	18	16	12	10	20		Acrobatics|History|Insight|Deception|Performance	Longsword|Dagger		Cha	expertise/History*Deception*Insight*Acrobatics	Canada	CA		NA	NA	Yaun-Ti		Longsword|Dagger	16-18	dreamy_borg
a00c7d8	992e0a9	cc20402546e13239e659e7ea016601e9	02d149f	Serpentblood	Criminal	2019-04-02T23:14:29Z	Warlock 18	Warlock	The Hexblade	18	War Caster|Ritual Caster	129	15	14	14	14	16	10	20		Stealth|Arcana|Deception|Intimidation|Persuasion	Hex	Hex*1	Cha	pact boon/Pact of the Blade|eldritch invocations/Maddening Hex*Thirsting Blade*Improved Pact Weapon*Relentless Hex*Sign of Ill Omen*Eldritch Smite*Tomb of Levistus*Lifedrinker	United States	US		NA	NA	Yaun-Ti	Hex*1		16-18	laughing_thompson
fd34233	992e0a9	9c7e45b0e09c2add96a3a166d95a178c	c98986d	Variant	Sage	2019-03-21T16:59:45Z	Mystic 18	Mystic	Order of the Awakened	18	Prodigy	129	11	8	10	14	19	20	20		Arcana|History|Investigation|Nature|Insight|Perception|Deception|Performance|Persuasion	Spear|Crossbow, light		Int	expertise/Insight|psionic disciplines/Psychic Inquisition*Psychic Disruption*Psychic Assault*Psychic Phantoms*Telepathic Contact*Nomadic Step*Aura Sight*Mantle of Awe|psionic talents/Mind Meld*Mind Thrust*Energy Beam*Mystic Hand	United States	US		NA	NA	Half-Elf		Spear|Crossbow, Light	16-18	clever_williams
fd34233	992e0a9	114a43fc3c9f81519b50a84bf2a88334	b7d454b	Variant	Clan Crafter	2019-03-21T16:54:51Z	Artificer 18	Artificer	Gunsmith	18	Linguist|Keen Mind|Sharpshooter	129	15	8	12	14	22	17	20		Sleight of Hand|Arcana|History|Investigation|Insight	Handaxe|Crossbow, light	Mending*0|Identify (Ritual)*1|Detect Magic (Ritual)*1	Int		United States	US		NA	NA	Half-Elf	Mending*0|Identify*1|Detect Magic*1	Handaxe|Crossbow, Light	16-18	pensive_tesla
ca47b89	e9df88c	ac3493115d0b6d255ce1d0cca259bc26	343fb3d	Human	Outlander	2019-04-21T23:28:30Z	Druid 17	Druid	Circle of the Moon	17		166	14	11	10	18	14	20	16		Athletics|Nature|Animal Handling|Survival			Wis		United States	US		NA	NA	Human			16-18	zealous_hamilton
ca47b89	e9df88c	a4bd1c08cd12217208bddbcf318a17fb	07c5a00	Human	Noble	2019-04-20T23:09:04Z	Cleric 17	Cleric	Life Domain	17		149	18	15	8	18	14	20	12		History|Religion|Medicine|Persuasion	Mace	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5	Wis		United States	US		NA	NA	Human	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5	Mace	16-18	keen_saha
98d4a48	b26d7c1	28d54196bc7329882506fa1cce0bb302	6987b83	Tiefling	Far Traveler	2019-04-12T21:22:20Z	Warlock 17	Warlock	The Fiend	17	Ritual Caster|War Caster	105	13	11	16	12	15	18	15	Chaotic Good	Arcana|Insight|Perception|Deception|Persuasion	Dagger|Crossbow, Light|Scimitar	Message*0|Shocking Grasp*0|True Strike*0|Minor Illusion*0|Firebolt*0|Chromatic Orb*1|Charm Person*1|Detect Magic*1|Hideous Laughter*1|Detect Thoughts*1|See Invisibility*2|Blink*3|Polymorph*4|Modify Memory*5|Telekinesis*5	Wis	eldritch invocations/Eyes of the Rune Keeper*Beguiling Influence*Sign of Ill Omen*Mire the Mind*Eldritch Sight*Devil's Sight|pact boon/Pact of the Chain	United States	US	CG	NA	NA	Tiefling	Message*0|Shocking Grasp*0|True Strike*0|Minor Illusion*0|Fire Bolt*0|Chromatic Orb*1|Charm Person*1|Detect Magic*1|Tasha's Hideous Laughter*1|*|See Invisibility*2|Blink*3|Polymorph*4|Modify Memory*5|Telekinesis*5	Dagger|Crossbow, Light|Scimitar	16-18	bold_pasteur
2bc31d6	99b7e34	8b484663524f9dbfe6fa9f770efd0f97	7ca3bfe	Variant	Cloistered Scholar	2019-03-25T19:38:24Z	Wizard 17	Wizard	Lore Mastery	17	Keen Mind|Actor	87	12	8	15	12	21	11	21		Athletics|Acrobatics|Arcana|History|Investigation|Insight	Quarterstaff		Int		United States	US		NA	NA	Half-Elf		Quarterstaff	16-18	serene_beaver
2832ce5	ca21761	187ffa5c1685cade5c0fdb6ac47f76e5	aad969e	Human	Acolyte	2019-01-29T04:38:17Z	Warlock 17	Warlock	The Celestial	17	Skulker|Resilient|Prodigy|Mobile	125	16	12	18	15	14	14	20	CG	Sleight of Hand|Stealth|Arcana|Investigation|Religion|Insight|Deception|Persuasion	Crossbow, light|Dagger	Light*0|Sacred Flame*0|Mage Hand*0|Eldritch Blast*0|Cure Wounds*1|Guiding Bolt*1|Charm Person*1|Protection From Good And Evil*1|Witchbolt*1|Lesser Restoration*2|Flaming Sphere*2|Hold Person*2|Invisibility*2|Suggestion*2|Revivify*3|Daylight*3|Fly*3|Counterspell*3|Dispel Magic*3|Guardian Of Faith*4|Wall Of Fire*4|Banishment*4|Flame Strike*5|Greater Restoration*5|Contact Other Plane*5|Dream*5|Scrying*5	Cha	pact boon/Pact of the Chain|eldritch invocations/Devil's Sight*Beguiling Influence*Voice of the Chain Master*Gift of the Ever-Living Ones*Whispers of the Grave*Eldritch Sight*Master of Myriad Forms|expertise/Stealth	Australia	AU	CG	NA	NA	Human	Light*0|Sacred Flame*0|Mage Hand*0|Eldritch Blast*0|Cure Wounds*1|Guiding Bolt*1|Charm Person*1|Protection from Evil and Good*1|Witch Bolt*1|Lesser Restoration*2|Flaming Sphere*2|Hold Person*2|Invisibility*2|Suggestion*2|Revivify*3|Daylight*3|Fly*3|Counterspell*3|Dispel Magic*3|Guardian of Faith*4|Wall of Fire*4|Banishment*4|Flame Strike*5|Greater Restoration*5|Contact Other Plane*5|Dream*5|Scrying*5	Crossbow, Light|Dagger	16-18	zen_wu
d33500f	2c3211b	f693ee9543497d51142c54b921cfa296	cdf54af	Half-Orc	Outlander	2018-12-29T01:04:23Z	Fighter 17	Fighter	Champion	17	Great Weapon Master|Savage Attacker	174	16	20	12	18	12	13	10		Athletics|Insight|Perception|Survival|Intimidation	Greataxe|Longbow|Handaxe		Int	fighting style/Great Weapon Fighting*Archery	United States	US		NA	NA	Half-Orc		Greataxe|Longbow|Handaxe	16-18	hardcore_albattani
	4483ed9	1bd871d2490ac20b70d34f3b8e1a5d78	599e0fa	High Elf	Acolyte	2019-04-01T21:19:12Z	Cleric 16	Cleric	Trickery Domain	16		176	17	10	13	16	14	20	12		History|Religion|Insight|Medicine|Perception	Mace|Crossbow, light	Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5	Wis		Canada	CA		NA	NA	Elf	Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5	Mace|Crossbow, Light	16-18	xenodochial_euclid
1796d26	b107a60	2341d95a8408a34c1f95710345c956d0	0cca5cf	Triton	Entertainer	2019-03-30T05:41:21Z	Bard 16	Bard	College of Glamour	16	War Caster	121	11	18	8	14	10	10	20		Athletics|Acrobatics|Insight|Deception|Performance	Longsword|Dagger		Cha	expertise/Performance*Deception*Insight*Athletics	United States	US		NA	NA	Triton		Longsword|Dagger	16-18	youthful_pare
6dfcfe2	d1ea39f	3cc9d69095451b58fedab218ebaced51	a34702c	Githzerai	Afflicted	2019-03-22T18:00:04Z	Druid 16	Druid	Circle of Twilight	16		160	20	10	13	14	19	20	11		Nature|Medicine|Intimidation|Persuasion	Summer's Dance Scimitar		Wis		United States	US		NA	NA	Gith		Scimitar	16-18	lucid_dijkstra
6dfcfe2	d1ea39f	794c704dcdbcec685f740f4baaf75d07	29edb2d	Juggeenaut	Soldier	2019-03-22T17:55:23Z	Barbarian 16	Barbarian	Path of the Limit Breaker	16	Durable|Great Weapon Master	302	20	22	14	20	6	9	13		Athletics|Animal Handling|Survival|Intimidation	Greataxe|Handaxe|Javelin|Unarmed strike		Str		United States	US		NA	NA	Warforged		Greataxe|Handaxe|Javelin|Unarmed Strike	16-18	eloquent_mclean
6dfcfe2	d1ea39f	6c422e80d9615d617405122e7d0063f4	bc18408	Dragonborn	Soldier	2019-03-22T17:12:48Z	Sorcerer 16	Sorcerer	Draconic Bloodline	16	Spell Sniper|War Caster	160	14	14	12	16	11	11	20		Athletics|Arcana|Intimidation|Persuasion	+2 Staff Of Power|Dire Dagger		Cha	metamagic/Twinned Spell*Quickened Spell*Subtle Spell|draconic ancestry/Blue	United States	US		NA	NA	Dragonborn		|Dagger	16-18	elated_gould
6dfcfe2	d1ea39f	2410478ea64481c8d9ff15474df85623	d137325	Dragonborn	Soldier	2019-03-22T16:50:04Z	Sorcerer 16	Sorcerer	Draconic Bloodline	16	Spell Sniper|War Caster	160	14	14	12	16	11	11	20		Athletics|Arcana|Intimidation|Persuasion	Quarterstaff|Dagger		Cha	metamagic/Twinned Spell*Quickened Spell*Subtle Spell|draconic ancestry/Blue	United States	US		NA	NA	Dragonborn		Quarterstaff|Dagger	16-18	competent_moore
1f422c3		8e8a4d218c6feedeb7934d120864ea1c	2fa63a2	Human	Hermit	2019-02-21T22:45:16Z	Mystic 16	Mystic	Order of the Wu Jen	16		150	17	12	19	20	22	12	4	neutral evil	Arcana|Religion|Insight|Medicine|Perception|Survival	Scimitar	Detect Magic*0|Misty Step*0|Fireball*0	Int	psionic talents/Blind Spot*Mystic Hand*Mind Thrust|psionic disciplines/Diminution*Mastery of Light and Darkness*Mastery of Ice*Mantle of Command*Psionic Restoration*Mantle of Awe*Psychic Assault*Nomadic Mind	United States	US	NE	NA	NA	Human	*|*|*	Scimitar	16-18	brave_lichterman
d8a546f	91c687a	e61320d3219dccde23521222f617479a	89229d8	High Elf	Guild Artisan	2019-01-17T16:25:12Z	Wizard 16	Wizard	School of Transmutation	16	Resilient|Observant	98	13	8	16	14	20	12	12	NG	Arcana|Investigation|Insight|Perception|Persuasion	Dagger	Shocking Grasp*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Message*0|Mage Armor*1|Find Familiar*1|Unseen Servant*1|Detect Magic*1|Identify*1|Magic Missile*1|Sleep*1|Grease*1|Alarm*1|Comprehend Languages*1|Tenser's Floating Disk*1|Invisibility*2|Knock*2|Mirror Image*2|Rope Trick*2|Tiny Servant*3|Slow*3|Haste*3|Lightning Bolt*3|Counterspell*3|Dispel Magic*3|Water Breathing*3|Polymorph*4|Storm Sphere*4|Fabricate*4|Dimension Door*4|Stone Shape*4|Conjure Elemental*5|Creation*5|Wall Of Stone*5|Wall Of Force*5|Rary's Telepathic Bond*5|Create Homunculus*6|True Seeing*6|Guards And Wards*6|Arcane Gate*6|Teleport*7|Simulacrum*7|Sequester*7|Mordenkaininen's Magnificent Mansion*7|Demiplane*8|Mighty Fortress*8|Telepathy*8|Mind Blank*8	Int		United States	US	NG	NA	NA	Elf	Shocking Grasp*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Message*0|Mage Armor*1|Find Familiar*1|Unseen Servant*1|Detect Magic*1|Identify*1|Magic Missile*1|Sleep*1|Grease*1|Alarm*1|Comprehend Languages*1|Tenser's Floating Disk*1|Invisibility*2|Knock*2|Mirror Image*2|Rope Trick*2|Tiny Servant*3|Slow*3|Haste*3|Lightning Bolt*3|Counterspell*3|Dispel Magic*3|Water Breathing*3|Polymorph*4|Storm Sphere*4|Fabricate*4|Dimension Door*4|Stone Shape*4|Conjure Elemental*5|Creation*5|Wall of Stone*5|Wall of Force*5|Rary's Telepathic Bond*5|Create Homunculus*6|True Seeing*6|Guards and Wards*6|Arcane Gate*6|Teleport*7|Simulacrum*7|Sequester*7|Mordenkainen's Magnificent Mansion*7|Demiplane*8|Mighty Fortress*8|Telepathy*8|Mind Blank*8	Dagger	16-18	sad_hoover
e652392	76a4ba0	990692dbedffc32ac6bc295ae28c24f8	a4a40b1	Half-Elf	Criminal	2018-11-25T02:22:19Z	Rogue 16	Rogue	Arcane Trickster	16	Elven Accuracy|Alert	105	19	11	20	11	20	14	16		Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception	Shortsword +2|Shortbow|Dagger		Int	expertise/Stealth*Acrobatics*Perception*Insight	United States	US		NA	NA	Half-Elf		Shortsword|Shortbow|Dagger	16-18	wonderful_lumiere
7f44194	f2e9099	d107cf2457e8aac8c5c8a3bf92f35005	358683a	Wood Elf	Noble	2018-08-12T22:28:04Z	Ranger 16	Ranger	Beast Master	16		150	16	12	20	14	12	12	14		Stealth|History|Animal Handling|Perception|Survival|Persuasion	Shortsword|Longbow	Hunters Mark*1|Animal Friendship *1|Speak With Animals *1|Cure Wounds*1|Lesser Restoration *2|Pass Without A Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing *3|Speak With Plants*3|Conjure Woodland Beings*4|Locate Creature *4	Wis	fighting style/Archery	United States	US		NA	NA	Elf	Hunter's Mark*1|Animal Friendship*1|Speak with Animals*1|Cure Wounds*1|Lesser Restoration*2|Pass Without Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing*3|Speak with Plants*3|Conjure Woodland Beings*4|Locate Creature*4	Shortsword|Longbow	16-18	hungry_thompson
7f44194	f2e9099	4704134e92f76c0c6f59c0ca6e6110f3	91549e6	Human	Knight	2018-08-12T22:26:23Z	Paladin 16	Paladin	Oath of Devotion	16		229	18	16	13	18	14	12	14		History|Insight|Intimidation|Persuasion	Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4	Cha	fighting style/Great Weapon Fighting	United States	US		NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4	Javelin	16-18	pensive_black
	ba68c47	66323d3aa4334a8401003c469674306f	4c22cbc	Dragonborn	Haunted One	2018-07-06T07:02:32Z	Fighter 16	Fighter	Battle Master	16		216	16	20	20	20	14	14	14		Athletics|History|Investigation|Survival	Shortsword|Shortsword|		Int	combat superiority maneuvers/Sweeping Attack*Precision Attack*Maneuvering Attack*Menacing Attack*Parry*Commander’s Strike*Feinting Attack*Evasive Footwork*Disarming Attack|fighting style/Two-Weapon Fighting	Canada	CA		NA	NA	Dragonborn		Shortsword|Shortsword|	16-18	loving_mclean
3b938ec	2cad239	1e60b97783646e42aa79a1b34bf30f10	22b842f	Lizardfolk	Mercenary Veteran	2018-06-24T17:25:13Z	Fighter 16	Fighter	Champion	16		164	16	20	16	18	12	12	9		Athletics|Acrobatics|Insight|Perception|Survival|Persuasion	Greatsword|Warhammer		Int	fighting style/Dueling*Two-Weapon Fighting	United States	US		NA	NA	Lizardfolk		Greatsword|Warhammer	16-18	stoic_newton
c66f2c1	22648ea	0c589e6dead26760fa07de46b1efbdbe	7f11604	Human	Noble	2018-06-24T12:59:48Z	Wizard 16	Wizard	School of Conjuration	16	Inspiring Leader|Tough	130	10	8	10	14	20	12	16	Lawful Evil	Arcana|History|Insight|Intimidation|Persuasion	Dagger	Infestation*0|Mage Hand*0|Friends*0|Message*0|Shocking Grasp*0|Find Familiar (R) (C)*1|Unseen Servant (R) (C)*1|Cause Fear*1|Disguise Self*1|Detect Magic*1|Mage Armor*1|Identify*1|Comprehend Languages*1|Charm Person*1|Crown Of Madness*2|Detect Thoughts*2|Dust Devil (C)*2|Hold Person*2|Mind Spike*2|Ray Of Enfeeblement*2|Animate Dead*3|Summon Lesser Demons (C)*3|Phantom Steed (R)*3|Fireball*3|Fear*3|Hypnotic Pattern*3|Conjure Minor Elementals (C)*4|Mordenkainen's Faithful Hound (C)*4|Summon Greater Demon (C)*4|Phantasmal Killer*4|Conjure Elemental (C)*5|Cloudkill (C)*5|Mental Prison*6|Soul Cage*6|Disintegrate*6|Circle Of Death*6|Mordenkainen's Magnificent Mansion (C)*7|Crown Of Stars*7|Mighty Fortress*8|Maddening Darkness*8|Antipathy/Sympathy*8	Int		United States	US	LE	NA	NA	Human	Infestation*0|Mage Hand*0|Friends*0|Message*0|Shocking Grasp*0|Find Familiar*1|Unseen Servant*1|Cause Fear*1|Disguise Self*1|Detect Magic*1|Mage Armor*1|Identify*1|Comprehend Languages*1|Charm Person*1|Crown of Madness*2|Detect Thoughts*2|Dust Devil*2|Hold Person*2|Mind Spike*2|Ray of Enfeeblement*2|Animate Dead*3|Summon Lesser Demons*3|Phantom Steed*3|Fireball*3|Fear*3|Hypnotic Pattern*3|Conjure Minor Elementals*4|Mordenkainen's Faithful Hound*4|Summon Greater Demon*4|Phantasmal Killer*4|Conjure Elemental*5|Cloudkill*5|Mental Prison*6|Soul Cage*6|Disintegrate*6|Circle of Death*6|Mordenkainen's Magnificent Mansion*7|Crown of Stars*7|Mighty Fortress*8|Maddening Darkness*8|Antipathy/Sympathy*8	Dagger	16-18	quirky_dirac
c66f2c1	22648ea	d67378f7f76225d3428e0751b9ff2a77	7f218b2	High Elf	Inheritor	2018-06-24T00:18:50Z	Warlock 16	Warlock	The Great Old One	16	Keen Mind	111	14	9	16	15	13	12	17	Neutral Evil	Arcana|Perception|Survival|Deception|Intimidation|Persuasion	Dagger	Eldritch Blast*0|Prestidigitation*0|Minor Illusion*0|Lightning Lure*0|Vicious Mockery*0|Mold Earth*0|Friends*0|Hex*1|Hellish Rebuke*1|Comprehend Languages*1|Misty Step*2|Mirror Image*2|Ray Of Infeeblement*2|Fly*3|Remove Curse*3|Hunger Of Hadar*3|Dimension Door*4|Banishment*4|Hold Monster*5|Negative Energy Flood*5|Danse Macabre*5	Cha	eldritch invocations/Misty Visions*Agonizing Blast*Beguiling Influence*Sculptor of Flesh*Ascendant Step*Shroud of Shadow*Master of Myriad Forms|pact boon/Pact of the Tome	United States	US	NE	NA	NA	Elf	Eldritch Blast*0|Prestidigitation*0|Minor Illusion*0|Lightning Lure*0|Vicious Mockery*0|Mold Earth*0|Friends*0|Hex*1|Hellish Rebuke*1|Comprehend Languages*1|Misty Step*2|Mirror Image*2|Ray of Enfeeblement*2|Fly*3|Remove Curse*3|Hunger of Hadar*3|Dimension Door*4|Banishment*4|Hold Monster*5|Negative Energy Flood*5|Danse Macabre*5	Dagger	16-18	epic_khayyam
b6942b5	2cad239	a9cd8ca90fb645bf2f731d23ea0593d8	8cb9242	Goblin	Criminal	2018-06-23T03:10:32Z	Sorcerer 16	Sorcerer	Wild Magic	16	Lucky	104	13	8	17	14	12	10	20		Stealth|Arcana|Deception|Intimidation	Quarterstaff|Dagger		Cha	metamagic/Twinned Spell*Quickened Spell*Empowered Spell	United States	US		NA	NA	Goblin		Quarterstaff|Dagger	16-18	cocky_jennings
b6942b5	2cad239	5976512543c9cc95a115ca50291d4578	ca9a61d	Turtle	Criminal	2018-06-23T02:20:07Z	Druid 16	Druid	Circle of the Land	16		153	14	10	12	18	13	20	10		Stealth|Nature|Animal Handling|Survival|Deception	Scimitar	Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5	Wis		United States	US		NA	NA	Turtle	Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5	Scimitar	16-18	adoring_swartz
36400cf		5e918ced84dcdef35ca2d4c849ea6a73	2a18c47	Stout Halfling	Cloistered Scholar	2018-06-13T01:09:44Z	Wizard 16	Wizard	School of Necromancy	16	War Caster|Second Chance	144	11	10	13	16	20	13	13		Arcana|History|Investigation|Religion	Dagger	Animate Dead*3	Int		United States	US		NA	NA	Halfling	Animate Dead*3	Dagger	16-18	silly_ganguly
75d61d7	974538a	af636719780cc6f5f8f0251192693bc3	5c72cf3	Protector Aasimar	Outlander	2019-07-10T07:47:14Z	Paladin 15	Paladin	Oath of Ancients	15	Shield Master|Mage Slayer	142	27	21	14	14	11	14	16	Good	Athletics|Medicine|Survival|Persuasion	Glaive|Longsword +3|Longbow|Bronze Fate Of Tiamat|Holy Avenger	Ensnaring Strike*1|Speak with Animals*1|Compelled Duel*1|Heroism*1|Command*1|Prot Evil and Good*1|Divine Favor*1|Shield Of Faith*1|Moonbeam*2|Misty Step*2|Zone Of Truth*2|Aid*2|Find Steed*2|Branding Smite*2|Lesser Restoration*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4	Cha	fighting style/Protection	United States	US	NG	NA	NA	Aasimar	Ensnaring Strike*1|Speak with Animals*1|Compelled Duel*1|Heroism*1|Command*1|Detect Evil and Good*1|Divine Favor*1|Shield of Faith*1|Moonbeam*2|Misty Step*2|Zone of Truth*2|Aid*2|Find Steed*2|Branding Smite*2|Lesser Restoration*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4	Glaive|Longsword|Longbow||	12-15	charming_kalam
b9e94e6	2af6e3f	32054c0b64b34fd5a4c0234c210b8101	1462750	Lightfoot Halfling	Custom	2019-06-22T22:46:31Z	Rogue 15	Rogue	Arcane Trickster	15	Mobile|Squat Nimbleness|Bountiful Luck|Resilient	65	15	8	18	8	15	8	17		Acrobatics|Sleight of Hand|Arcana|Insight|Perception|Deception|Performance	Rapier|Shortbow|Dagger		Int	expertise/Performance*Arcana*Sleight of Hand*Deception	United States	US		NA	NA	Halfling		Rapier|Shortbow|Dagger	12-15	objective_moore
a5264e7	b6a8c07	f9b1a3eb5ce1aa911d2b32a11f764c6c	2760ae3	Half-Orc	Entertainer	2019-06-22T08:02:27Z	Fighter 15	Fighter	Champion	15	Great Weapon Master|Heavy Armor Master	180	17	21	12	15	8	8	9		Acrobatics|Animal Handling|Survival|Intimidation|Performance	Lance|Warhammer|Crossbow, light		Int	fighting style/Great Weapon Fighting*Defense	New Zealand	NZ		NA	NA	Half-Orc		Lance|Warhammer|Crossbow, Light	12-15	laughing_wescoff
